col_0,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,label_0,label_1,label_2,label_3,label_4,label_5,label_6,label_7,label_8,label_9,label_10,label_11,label_12,label_13,label_14,label_15,label_16,label_17,label_18,label_19,label_20,label_21,label_22,label_23,label_24,label_25
_28,Germany,_1728,Left,_3,_3,High/ Medium,Normal,7,4,6,7,7,8,9,7,6,5,7,6,6,6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
_22,Serbia,_1780,Left,_3,_3,High/ Medium,Lean,7,6,6,7,7,9,8,7,9,8,3,7,3,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
_33,Netherlands,_1669,Right,_4,_2,Medium/ Medium,Normal,3,5,7,5,6,3,4,7,4,8,7,6,8,7,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_33,Slovakia,_1668,Right,_2,_2,Medium/ High,Stocky,5,7,5,6,5,5,5,7,6,8,6,6,5,5,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
_25,Germany,_1804,Right,_3,_3,Medium/ Medium,Normal,7,5,7,6,7,7,7,7,7,7,7,7,6,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
_20,England,_1927,Right,_3,_3,High/ Medium,Lean,7,6,7,8,8,7,7,7,7,7,6,8,6,7,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
_27,Italy,_1696,Left,_3,_2,Medium/ Medium,Lean,6,3,7,6,7,5,5,7,5,6,7,6,7,7,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_30,Netherlands,_1921,Left,_4,_3,High/ Medium,Normal,7,6,6,7,7,7,5,7,8,7,7,6,6,7,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
_22,Saudi Arabia,_1581,Right,_3,_2,Medium/ Medium,Normal,5,3,6,5,5,8,8,5,7,5,6,5,6,5,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
_23,Sweden,_1501,Right,_2,_2,High/ Medium,Lean,4,2,6,6,6,6,7,6,6,5,6,4,6,6,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_21,France,_1937,Right,_3,_3,High/ High,Normal,6,6,7,7,7,8,7,6,7,7,7,7,6,7,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
_20,Scotland,_1219,Right,_3,_2,Low/ Medium,Normal,3,2,4,3,5,5,5,5,6,3,5,3,5,6,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
_36,Argentina,_1801,Right,_3,_3,High/ Medium,Normal,6,6,6,7,7,7,9,7,7,7,3,7,7,3,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
_29,Portugal,_2083,Right,_4,_3,Medium/ High,Normal,8,7,8,8,8,6,6,8,7,8,8,8,6,7,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
_19,Norway,_1235,Right,_3,_2,Medium/ Medium,Normal,3,2,2,3,3,6,6,5,6,4,5,3,5,5,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
_21,Japan,_1462,Left,_4,_2,Medium/ Medium,Normal,6,5,5,6,5,7,6,4,8,6,3,5,3,3,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
_20,England,_1409,Right,_3,_3,Medium/ Low,Lean,5,5,5,6,5,7,7,5,8,4,2,5,3,3,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
_18,Norway,_1466,Right,_3,_2,Medium/ Medium,Lean,5,4,6,5,5,6,6,5,6,6,4,5,4,4,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0
_33,China PR,_1708,Right,_3,_3,Medium/ High,Normal,6,5,6,6,6,7,6,6,5,5,6,7,6,6,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
_21,Republic of Ireland,_1499,Right,_3,_2,Medium/ Medium,Lean,6,6,4,6,6,7,7,6,8,6,2,6,2,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
_28,Chile,_1749,Right,_3,_3,High/ Medium,Stocky,6,7,5,6,7,8,8,6,7,7,6,6,3,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1
_23,Germany,_1742,Right,_3,_2,Medium/ Medium,Lean,5,4,7,6,6,5,5,6,6,6,7,6,6,7,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
_25,China PR,_1658,Right,_3,_2,High/ Medium,Normal,6,5,6,6,6,6,8,4,8,5,4,6,5,4,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
_18,Turkey,_1392,Right,_3,_2,High/ Low,Lean,4,6,4,6,5,6,6,6,8,6,2,5,2,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
_22,Morocco,_1655,Right,_4,_2,Medium/ Medium,Stocky,4,3,7,6,7,6,5,6,7,8,7,7,7,6,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
_34,France,_1889,Left,_4,_3,Medium/ Medium,Lean,7,7,7,7,7,5,6,7,6,7,7,7,6,6,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
_26,Japan,_1782,Right,_3,_3,High/ Medium,Normal,6,6,7,7,7,7,7,6,7,6,6,6,7,5,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
_36,Italy,_1996,Left,_2,_3,Medium/ Medium,Normal,9,5,8,7,8,7,7,7,8,7,7,7,7,7,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
_30,Switzerland,_1730,Right,_5,_2,Medium/ Medium,Lean,6,5,6,6,6,5,6,6,7,6,6,6,6,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
_25,Spain,_1861,Right,_3,_3,High/ High,Normal,7,7,6,7,6,8,8,6,7,7,5,6,4,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1
_17,China PR,_1222,Right,_1,_2,Low/ Medium,Normal,3,2,3,3,4,6,6,5,5,4,5,3,5,5,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
_28,France,_1621,Right,_3,_3,Medium/ Medium,Lean,6,6,6,7,7,8,7,6,7,6,2,6,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
_18,England,_1676,Right,_4,_4,High/ Medium,Lean,6,7,5,8,7,9,9,6,7,7,4,6,2,4,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
_20,France,_1597,Right,_4,_3,Medium/ Medium,Normal,5,4,7,6,7,4,4,6,4,5,7,5,7,7,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
_19,Uruguay,_1378,Left,_3,_2,Medium/ Medium,Normal,3,7,4,6,6,5,5,5,7,6,1,4,3,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
_29,Spain,_1703,Right,_3,_3,High/ Medium,Normal,4,7,4,7,7,8,7,7,6,7,4,6,2,3,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
_23,France,_1420,Right,_3,_2,Medium/ Medium,Normal,3,7,4,6,6,7,7,6,6,6,2,5,3,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
_18,Mexico,_1520,Left,_3,_2,Medium/ High,Lean,6,3,6,6,5,7,7,6,8,4,6,4,6,6,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
_23,Poland,_1528,Right,_3,_3,Medium/ Medium,Lean,6,5,5,6,6,8,7,5,7,6,4,5,5,5,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
_21,Germany,_1512,Right,_3,_2,Low/ Medium,Normal,5,3,5,4,6,7,7,5,6,5,6,4,6,6,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
_26,Argentina,_1537,Right,_3,_3,High/ Medium,Normal,5,6,5,7,7,7,9,6,8,6,3,6,3,3,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
_25,Uruguay,_1371,Right,_2,_2,Medium/ Medium,Normal,4,6,4,5,6,4,5,6,5,7,1,5,2,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
_25,South Africa,_1813,Left,_4,_3,High/ High,Normal,7,7,7,8,8,8,8,7,9,6,3,7,6,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
_22,Germany,_1592,Right,_3,_3,High/ Medium,Lean,5,5,6,7,6,7,7,6,8,6,3,6,4,4,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
_27,Germany,_1962,Right,_4,_3,High/ High,Normal,8,8,6,6,7,7,8,8,6,8,5,7,5,5,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
_31,Italy,_1946,Right,_4,_4,High/ Medium,Normal,7,8,7,8,8,9,8,8,8,8,2,8,3,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
_19,France,_2118,Right,_4,_5,High/ Medium,Lean,8,9,7,9,9,10,10,9,8,8,4,8,3,3,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
_25,Georgia,_1690,Right,_3,_2,Medium/ High,Normal,6,4,7,6,7,6,6,7,7,6,6,7,7,6,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
_31,Italy,_1801,Right,_2,_2,Medium/ Medium,Normal,6,4,7,6,7,7,5,7,7,7,7,6,5,6,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
_26,Korea Republic,_1578,Left,_3,_2,High/ High,Lean,5,5,6,6,6,4,5,6,8,6,4,6,4,4,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
_21,France,_1733,Left,_3,_2,Medium/ Medium,Lean,6,5,6,6,6,6,7,7,7,5,7,6,7,7,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
_25,Italy,_1669,Left,_3,_2,Medium/ Medium,Lean,7,4,6,6,7,7,9,7,9,6,5,4,6,6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
_33,Brazil,_1535,Left,_3,_2,Low/ Medium,Lean,3,2,6,4,6,4,4,7,6,7,8,5,8,8,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_28,Argentina,_1627,Right,_2,_2,Medium/ High,Normal,4,4,6,3,4,3,3,6,3,8,7,5,8,7,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_18,Switzerland,_1278,Left,_2,_2,Medium/ Medium,Normal,3,2,4,3,4,6,6,5,6,4,5,3,5,6,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
_21,Argentina,_1836,Right,_3,_4,High/ Medium,Normal,7,7,7,8,8,9,8,6,9,7,3,7,4,4,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
_20,Germany,_1743,Right,_3,_2,High/ Medium,Lean,6,6,7,7,6,8,8,6,8,6,5,6,4,6,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
_20,Italy,_1914,Right,_4,_4,High/ High,Lean,7,7,7,8,8,9,8,8,8,8,3,7,7,3,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
_30,Japan,_1759,Right,_2,_2,Medium/ High,Normal,7,5,7,6,6,5,5,6,7,6,6,6,6,6,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
_32,Scotland,_1833,Left,_3,_2,Medium/ Medium,Lean,7,3,7,7,7,5,5,7,7,6,7,7,7,7,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
_23,Senegal,_1921,Right,_4,_4,High/ Low,Normal,8,8,7,8,9,9,9,8,8,8,3,7,2,3,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
_26,Northern Ireland,_1551,Right,_3,_3,Medium/ Medium,Normal,6,6,6,6,6,7,7,5,6,6,4,5,4,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
_27,Argentina,_1641,Right,_2,_2,Low/ High,Normal,4,4,5,5,5,6,7,6,5,6,6,5,7,7,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
_27,Uruguay,_1685,Right,_3,_3,Medium/ Medium,Normal,6,5,7,6,6,7,7,5,7,5,5,6,6,6,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
_21,Scotland,_1690,Right,_3,_3,High/ Low,Normal,6,7,6,7,7,9,9,7,7,7,3,6,3,3,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
_34,Brazil,_1762,Right,_3,_3,Medium/ High,Normal,6,5,6,7,8,7,6,6,7,7,7,6,1,6,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
_20,Turkey,_1435,Left,_3,_2,Medium/ Medium,Normal,4,3,4,3,4,7,7,5,7,5,6,3,6,6,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
_23,United States,_1655,Right,_3,_2,High/ Medium,Normal,4,4,6,5,6,7,7,6,6,6,6,5,7,6,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_22,Germany,_1615,Left,_5,_2,Medium/ Medium,Lean,6,3,5,6,6,7,7,6,7,6,6,5,6,6,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
_19,Iceland,_1649,Right,_3,_2,High/ Medium,Lean,5,6,6,7,7,7,8,6,7,6,5,6,5,4,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
_21,China PR,_1455,Right,_3,_2,Low/ High,Lean,6,2,4,6,6,7,8,6,7,3,7,3,7,7,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
_32,Croatia,_2106,Right,_3,_3,High/ High,Lean,7,8,7,8,8,7,7,9,5,8,7,7,6,6,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
_28,Austria,_1305,Right,_3,_2,Medium/ Medium,Normal,3,2,4,4,4,4,5,5,4,4,6,3,6,6,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_20,Mexico,_1546,Left,_3,_2,Medium/ High,Normal,4,5,6,6,5,7,7,5,7,6,5,5,4,5,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
_29,England,_1736,Right,_4,_2,High/ High,Normal,6,7,5,6,7,6,6,6,7,7,5,7,4,3,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
_20,Germany,_1655,Right,_3,_3,Medium/ Medium,Normal,6,5,5,6,6,7,6,5,6,6,6,6,6,6,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_26,Ghana,_1828,Left,_3,_3,Medium/ Low,Lean,7,6,6,8,7,9,9,7,9,7,4,7,3,3,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
_29,Croatia,_1918,Left,_3,_3,High/ Medium,Lean,8,6,7,7,7,8,8,8,7,7,7,5,7,7,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
_32,France,_1759,Right,_4,_3,Medium/ Medium,Normal,6,8,6,6,7,5,6,6,6,7,4,6,4,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
_21,Colombia,_1684,Right,_3,_3,High/ Medium,Normal,6,8,6,7,7,9,9,7,7,7,2,5,3,2,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1
_23,Netherlands,_1549,Right,_2,_2,High/ Medium,Normal,5,7,5,6,7,6,7,6,5,7,2,6,3,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
_26,Turkey,_1799,Left,_3,_3,High/ Medium,Normal,7,3,7,7,7,8,7,7,7,6,6,6,7,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
_19,Moldova,_1570,Right,_3,_2,High/ Low,Normal,5,7,5,6,6,7,7,6,7,6,1,6,2,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
_22,Italy,_1588,Left,_2,_2,Low/ Medium,Normal,5,3,5,5,6,7,7,6,6,5,6,3,7,7,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
_24,Cameroon,_1668,Right,_4,_2,Medium/ Medium,Normal,6,6,6,6,6,7,7,6,5,6,5,6,6,6,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
_31,Italy,_1973,Right,_2,_3,High/ Medium,Lean,8,4,7,8,8,8,9,8,8,7,8,7,8,8,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
_26,Netherlands,_1843,Right,_4,_2,Medium/ High,Normal,7,5,7,6,7,6,7,8,7,6,8,6,8,8,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_30,Austria,_1763,Right,_3,_3,Medium/ Medium,Lean,6,5,6,6,6,6,6,6,6,6,6,7,6,6,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
_20,France,_1456,Right,_3,_2,Medium/ Medium,Normal,5,6,5,5,6,7,7,6,6,6,2,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1
_24,Spain,_1720,Right,_3,_2,Medium/ High,Normal,7,3,5,5,8,7,7,8,6,4,8,3,7,8,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
_24,Chile,_1509,Right,_3,_2,Medium/ Medium,Stocky,3,6,6,6,6,7,7,5,6,6,2,5,2,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
_17,France,_1514,Right,_3,_2,Medium/ High,Normal,5,3,5,4,5,6,6,5,6,5,6,5,6,6,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
_22,Chile,_1710,Left,_2,_2,Medium/ Medium,Lean,7,5,5,5,7,8,8,5,7,6,5,5,7,6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
_22,Saudi Arabia,_1271,Right,_3,_2,Medium/ Medium,Normal,4,2,4,4,4,6,5,5,6,3,5,3,5,5,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
_27,Uruguay,_2031,Right,_2,_3,High/ Medium,Normal,7,6,7,8,7,9,9,7,8,7,7,6,7,7,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0
_26,Colombia,_1736,Left,_3,_2,Medium/ Medium,Lean,5,4,5,6,6,8,8,6,8,6,5,6,6,6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
_25,Argentina,_1530,Right,_2,_3,High/ Low,Normal,4,6,6,6,7,6,6,6,6,6,2,7,2,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
_20,Switzerland,_1401,Right,_3,_2,High/ Medium,Normal,5,3,3,6,5,8,7,5,7,3,5,3,4,6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
_34,Belgium,_1993,Right,_3,_3,High/ High,Normal,6,7,7,7,7,6,6,7,5,7,7,7,7,7,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
_25,Spain,_1597,Left,_3,_2,Medium/ Medium,Normal,6,2,4,5,6,8,8,6,8,4,7,5,6,6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
_21,Chile,_1516,Right,_3,_2,High/ Medium,Lean,5,4,6,6,6,6,7,6,6,5,6,6,6,5,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
_27,Uruguay,_1814,Left,_4,_3,Medium/ Low,Lean,5,8,6,7,7,9,8,7,7,7,2,6,3,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
_23,Brazil,_1671,Right,_3,_3,High/ Medium,Normal,7,6,6,7,7,8,8,6,7,6,3,6,5,4,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
_31,Spain,_1917,Right,_3,_2,Medium/ Medium,Normal,8,4,7,6,8,7,7,8,7,6,8,5,7,8,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
_26,United States,_1824,Right,_4,_3,High/ Medium,Normal,6,7,5,7,7,8,9,7,5,8,3,7,4,4,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1
_21,United States,_1642,Right,_3,_3,Medium/ Medium,Lean,5,5,7,6,7,7,6,6,7,5,4,7,4,5,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
_19,Japan,_1436,Right,_2,_2,High/ Low,Lean,6,5,6,6,6,7,7,6,9,4,2,5,2,2,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
_22,Argentina,_1558,Left,_2,_2,Medium/ Medium,Lean,6,3,5,6,5,8,8,6,8,4,6,4,5,6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
_28,Spain,_1855,Right,_4,_2,Medium/ High,Normal,7,3,7,6,8,7,8,8,7,5,8,5,8,9,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
_34,Brazil,_2047,Right,_3,_3,Medium/ Medium,Lean,7,7,7,7,8,7,7,8,7,7,8,8,8,7,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
_20,England,_1478,Right,_3,_2,High/ Medium,Lean,4,4,5,5,6,8,8,5,5,5,5,5,4,5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
_21,England,_1461,Left,_3,_2,Medium/ Medium,Lean,5,4,4,5,5,6,6,6,5,3,6,4,6,6,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
_26,Brazil,_2095,Right,_4,_4,High/ Medium,Normal,8,7,8,9,8,9,9,8,8,8,4,8,2,3,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
_19,Scotland,_1379,Left,_3,_2,Medium/ Medium,Stocky,5,6,5,6,6,7,6,3,7,6,2,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1
_25,United States,_1627,Right,_3,_3,Medium/ High,Lean,5,6,5,7,7,8,8,6,6,6,3,6,3,4,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1
_22,United States,_1334,Right,_3,_2,Medium/ Medium,Normal,3,2,5,3,4,6,5,5,4,4,6,3,6,6,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_20,England,_1403,Right,_3,_3,High/ Low,Lean,3,6,4,6,6,8,7,6,6,5,2,6,2,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
_28,United States,_1610,Right,_4,_2,Medium/ High,Lean,5,3,5,6,6,8,8,6,8,3,6,4,7,6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
_29,Belgium,_1953,Right,_3,_3,Medium/ High,Normal,6,6,7,7,7,7,7,7,7,7,7,6,7,7,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_18,United States,_1605,Right,_3,_2,Medium/ Medium,Normal,6,4,6,6,6,7,7,6,7,6,5,5,6,6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
_25,Austria,_1936,Left,_3,_3,High/ Medium,Lean,7,7,8,7,8,4,4,7,4,8,7,7,6,7,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
_19,Chile,_1681,Right,_3,_2,High/ Medium,Lean,6,6,6,6,6,7,8,6,7,5,4,7,6,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
_22,Honduras,_1838,Right,_4,_4,High/ Medium,Lean,6,7,6,8,8,9,9,7,6,7,3,7,3,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
