col_0,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,label_0,label_1,label_2,label_3,label_4,label_5,label_6,label_7,label_8,label_9,label_10,label_11,label_12,label_13,label_14,label_15,label_16,label_17,label_18,label_19,label_20,label_21,label_22,label_23,label_24,label_25
_20,Republic of Ireland,_1256,Right,_2,_2,Medium/ Medium,Normal,4,2,3,4,4,6,6,5,4,4,5,4,5,5,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
_26,Brazil,_1964,Left,_3,_3,Medium/ Medium,Normal,8,5,7,7,7,7,8,7,8,7,8,6,7,7,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
_26,Japan,_1813,Left,_3,_3,Medium/ Medium,Lean,7,6,7,7,8,7,7,7,7,7,6,7,5,4,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
_20,Argentina,_1724,Left,_3,_4,High/ Medium,Lean,7,7,5,8,7,8,8,7,7,7,4,7,3,4,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
_20,France,_1435,Right,_3,_2,Medium/ Medium,Stocky,2,3,5,4,6,5,6,6,4,4,7,3,7,7,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_20,Chile,_1574,Right,_4,_2,High/ Low,Lean,6,6,6,6,6,6,7,4,7,6,3,6,3,4,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
_20,England,_1550,Right,_2,_2,High/ Medium,Lean,6,3,5,6,6,6,7,5,7,3,5,5,6,6,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
_19,Ghana,_1511,Right,_3,_2,Medium/ Medium,Lean,4,3,5,6,6,7,6,6,7,5,5,5,5,6,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
_34,Brazil,_1721,Left,_5,_3,Medium/ Medium,Lean,7,5,7,7,7,8,7,6,8,7,4,6,3,2,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
_23,Hungary,_1705,Left,_3,_3,Medium/ Medium,Lean,6,6,6,7,7,8,8,7,8,6,3,7,5,4,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
_23,Senegal,_1448,Right,_3,_2,Medium/ Medium,Normal,4,3,6,5,5,6,6,5,8,6,4,5,4,4,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
_36,Argentina,_1864,Right,_4,_3,High/ Medium,Normal,7,6,6,6,7,8,7,6,8,7,7,6,6,7,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
_30,Denmark,_1854,Left,_3,_2,Medium/ Medium,Lean,7,5,6,6,7,7,7,7,7,7,7,6,7,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
_32,Estonia,_1754,Left,_3,_2,Medium/ Medium,Normal,5,4,7,6,7,5,5,8,5,7,8,6,8,8,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_28,Sweden,_1690,Left,_2,_2,Medium/ Medium,Normal,5,5,6,6,6,5,5,6,5,6,6,6,7,6,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_29,Colombia,_1704,Right,_3,_3,High/ Low,Lean,6,6,6,7,7,8,7,6,8,6,2,7,6,3,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
_23,Brazil,_2004,Left,_3,_3,High/ Medium,Lean,7,6,7,8,7,8,8,8,7,7,6,8,7,7,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
_23,Czech Republic,_1457,Right,_3,_2,Medium/ High,Lean,4,2,6,5,6,4,6,7,5,6,7,4,8,7,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_25,United States,_1910,Right,_4,_3,Medium/ Medium,Normal,6,6,7,7,7,7,7,7,7,7,6,7,7,6,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
_25,Saudi Arabia,_1573,Right,_3,_2,High/ Medium,Lean,6,6,6,7,7,8,8,5,5,7,5,5,4,3,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
_25,Georgia,_1688,Right,_3,_3,Medium/ Medium,Lean,6,6,6,7,7,8,8,5,8,6,3,6,4,5,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
_20,Germany,_1524,Left,_3,_2,Medium/ Medium,Stocky,6,3,5,5,6,6,7,6,7,5,6,4,6,7,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
_30,South Africa,_1586,Right,_3,_3,High/ Low,Normal,6,7,4,6,6,7,7,5,5,7,3,4,4,2,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1
_26,Brazil,_1790,Right,_2,_2,Medium/ Medium,Stocky,6,3,6,5,6,8,8,8,8,7,6,5,7,7,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
_28,Italy,_2207,Right,_3,_4,High/ Medium,Lean,8,7,8,8,9,8,8,8,8,8,7,8,7,7,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
_22,Canada,_1711,Right,_2,_3,High/ Medium,Normal,5,6,6,6,6,7,7,6,8,6,6,6,6,5,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
_20,England,_1699,Left,_3,_3,High/ Medium,Normal,7,4,5,7,7,9,8,6,8,5,6,5,6,6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
_32,Brazil,_2106,Right,_3,_3,Medium/ Medium,Lean,8,5,8,8,8,9,8,8,7,8,7,7,7,7,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
_25,Italy,_1967,Left,_3,_3,Medium/ Medium,Normal,8,4,7,7,7,8,8,7,7,8,8,6,8,7,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
_24,Netherlands,_1780,Left,_4,_2,Medium/ Medium,Normal,7,6,7,6,6,7,5,6,7,7,6,7,6,6,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
_16,Australia,_1344,Right,_3,_2,Medium/ Medium,Lean,3,4,5,5,6,7,6,5,7,5,4,5,2,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
_20,Uruguay,_1550,Right,_2,_2,Medium/ Medium,Normal,5,5,5,6,5,7,6,6,6,6,5,5,5,5,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
_27,England,_1381,Right,_3,_2,Medium/ Medium,Normal,3,2,5,3,4,6,6,6,6,4,6,3,6,6,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_33,Greece,_1495,Right,_3,_2,Low/ High,Lean,4,3,6,4,6,5,5,7,4,5,7,4,7,7,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_20,Argentina,_1577,Right,_3,_2,Medium/ Medium,Stocky,6,4,5,5,5,8,8,6,8,6,3,5,3,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
_22,Spain,_1772,Right,_2,_3,High/ Low,Stocky,7,6,6,9,8,10,10,6,8,7,3,6,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
_21,Nigeria,_1448,Left,_3,_2,Medium/ High,Lean,5,2,4,5,5,7,7,6,7,4,6,4,6,6,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
_22,Saudi Arabia,_1421,Right,_3,_2,Medium/ Medium,Lean,4,3,5,5,5,6,7,6,7,4,6,4,5,5,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_23,Korea Republic,_1389,Right,_3,_2,Medium/ Medium,Normal,2,2,5,4,5,6,6,7,6,4,7,3,6,7,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_26,Brazil,_1650,Right,_3,_3,Medium/ Medium,Normal,6,7,5,7,6,6,8,7,7,8,2,5,1,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
_18,Poland,_1547,Right,_2,_2,Medium/ Medium,Normal,4,5,6,5,6,7,7,5,8,5,5,5,4,6,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
_22,Spain,_1662,Left,_3,_3,Medium/ Medium,Normal,7,6,6,7,7,7,7,6,7,5,4,7,4,4,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
_24,Saudi Arabia,_1428,Left,_3,_2,Medium/ Medium,Lean,5,2,5,5,5,8,8,6,6,4,5,4,6,6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
_24,Argentina,_1753,Left,_2,_3,Medium/ Medium,Lean,7,3,5,8,7,7,8,7,7,4,7,6,7,7,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
_23,Japan,_1576,Right,_3,_3,High/ Medium,Lean,6,6,5,7,6,8,8,6,8,6,3,6,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
_24,France,_1762,Right,_4,_2,Medium/ Medium,Lean,4,4,6,6,6,6,6,7,7,7,7,6,7,6,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_21,Norway,_1542,Right,_4,_4,Medium/ Medium,Lean,5,5,5,8,7,7,8,6,6,7,2,7,3,3,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
_29,Turkey,_1695,Right,_2,_2,Low/ High,Normal,6,3,6,6,6,7,7,7,7,5,7,6,6,7,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
_34,Brazil,_1874,Left,_2,_2,High/ Medium,Lean,7,5,6,6,6,7,8,7,7,7,7,6,8,6,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
_20,Czech Republic,_1375,Right,_3,_2,High/ Medium,Normal,3,6,4,5,5,6,6,5,6,6,3,5,2,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
_29,Italy,_1772,Left,_4,_3,Medium/ Medium,Lean,6,5,7,7,7,6,7,7,5,7,6,7,6,6,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
_19,Republic of Ireland,_1229,Right,_3,_2,Low/ Medium,Lean,3,2,3,3,3,6,6,5,6,4,5,3,5,6,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
_25,England,_1549,Right,_3,_2,Medium/ High,Lean,5,4,6,4,5,7,7,6,7,5,6,4,6,7,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_17,England,_1465,Left,_2,_2,Medium/ Medium,Lean,4,5,6,5,6,7,7,6,7,5,3,6,4,5,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
_30,Brazil,_1683,Left,_2,_3,Medium/ Medium,Lean,7,6,6,7,7,7,7,6,6,5,5,7,2,4,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
_31,Mexico,_1584,Right,_3,_2,Low/ High,Normal,5,3,5,5,5,5,5,6,5,5,7,5,7,7,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_28,England,_1773,Right,_3,_2,Medium/ Medium,Normal,6,6,6,6,7,7,6,6,7,7,5,6,6,5,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
_19,Uruguay,_1542,Right,_3,_2,Medium/ Medium,Normal,6,7,5,7,7,7,7,6,7,6,2,6,6,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
_27,Cape Verde,_1885,Right,_4,_4,Medium/ Low,Normal,6,8,6,8,8,8,9,8,7,8,5,7,3,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
_26,Italy,_1756,Right,_2,_3,Low/ High,Lean,6,3,6,6,6,7,7,6,7,5,6,7,7,6,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
_27,Nigeria,_1654,Right,_3,_3,Medium/ Medium,Stocky,5,7,5,6,7,7,8,6,7,6,3,6,4,3,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1
_23,Netherlands,_1806,Left,_3,_2,Medium/ Medium,Normal,6,5,6,7,6,6,5,7,7,7,6,6,7,6,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
_29,Argentina,_2060,Right,_3,_4,High/ High,Normal,8,6,8,8,8,8,8,8,8,8,7,8,5,7,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
_24,Argentina,_1958,Right,_2,_3,Medium/ Medium,Normal,7,6,7,7,7,8,8,7,8,7,7,7,6,6,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
_17,France,_1655,Left,_2,_3,High/ Medium,Normal,6,6,7,6,7,7,7,5,6,5,5,5,6,6,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
_21,Germany,_1350,Left,_3,_2,Medium/ Medium,Normal,5,2,5,4,5,7,7,6,6,3,6,4,6,5,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
_34,Brazil,_2003,Right,_3,_2,High/ Medium,Normal,4,6,6,6,6,7,7,8,6,7,8,5,8,8,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
_25,Bosnia Herzegovina,_1937,Left,_2,_3,Medium/ High,Stocky,8,6,6,7,7,7,8,8,6,8,7,6,7,8,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
_34,Portugal,_1566,Right,_3,_3,High/ Medium,Lean,4,7,5,6,7,5,6,6,7,7,2,6,3,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
_30,Venezuela,_1834,Left,_3,_3,Medium/ Medium,Lean,6,6,6,7,6,7,6,6,7,8,7,6,4,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1
_31,Germany,_1962,Left,_3,_3,Medium/ Medium,Lean,8,7,7,8,8,7,7,8,7,7,6,8,4,3,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
_21,Spain,_1702,Right,_3,_3,Medium/ Medium,Normal,5,6,7,7,7,6,6,6,7,5,6,7,6,5,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
_31,Russia,_2065,Right,_3,_3,High/ High,Normal,7,7,7,7,8,7,7,8,7,8,7,8,7,7,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
_30,Turkey,_1907,Right,_2,_3,Medium/ Medium,Normal,6,5,7,7,7,7,6,7,7,7,7,6,7,7,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
_25,Argentina,_1876,Right,_3,_3,Medium/ Medium,Normal,7,6,7,8,8,7,8,7,7,7,6,6,6,5,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
_18,Germany,_1511,Left,_3,_2,Medium/ Medium,Lean,5,5,4,5,4,7,6,6,6,4,6,4,6,7,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
_24,England,_1525,Right,_3,_2,Medium/ Medium,Normal,5,3,5,5,7,7,7,6,6,5,6,3,7,7,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
_20,England,_1318,Right,_3,_2,Medium/ High,Lean,3,3,4,4,4,5,6,4,6,4,5,4,5,6,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
_32,Portugal,_1648,Right,_3,_2,Medium/ Medium,Normal,5,3,7,5,7,3,3,7,3,8,7,5,7,7,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_21,Spain,_1575,Right,_3,_2,Medium/ Medium,Stocky,5,2,5,5,7,7,7,7,5,6,7,4,6,6,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
_19,United States,_1925,Right,_4,_4,Medium/ Medium,Lean,7,7,7,9,8,9,9,8,9,8,3,8,4,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
_29,Peru,_1783,Right,_3,_3,Medium/ Medium,Normal,7,4,7,7,7,7,7,7,7,7,5,6,5,5,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
_37,Wales,_1461,Left,_3,_2,Low/ Medium,Normal,5,3,5,4,5,3,3,6,7,4,6,5,6,6,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_17,Japan,_1647,Left,_4,_4,High/ Medium,Lean,4,6,6,8,7,9,7,5,9,5,3,6,4,4,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
_32,England,_1520,Right,_3,_2,Medium/ High,Normal,5,2,6,5,6,6,6,6,6,4,6,5,7,7,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_25,France,_1605,Right,_3,_2,Medium/ High,Normal,7,4,6,6,7,7,7,5,7,3,6,4,7,6,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
_29,France,_1422,Right,_3,_2,Medium/ Medium,Normal,3,3,4,5,5,5,5,6,5,4,6,4,6,6,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_20,Saudi Arabia,_1414,Right,_3,_2,Medium/ Medium,Lean,6,2,5,6,6,7,8,5,7,3,6,4,5,6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
_23,Saudi Arabia,_1622,Right,_4,_3,Medium/ Medium,Lean,4,5,6,5,6,6,6,6,7,6,4,6,5,5,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
_21,United States,_1574,Right,_3,_2,High/ Medium,Lean,6,3,5,6,6,7,7,6,6,3,6,5,6,7,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
_24,South Africa,_1837,Right,_4,_4,High/ Medium,Normal,8,9,7,8,8,8,8,7,9,7,3,8,4,3,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
_26,Mexico,_1832,Right,_3,_3,Medium/ High,Normal,4,5,7,6,7,6,5,7,7,8,7,6,7,6,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
_34,Republic of Ireland,_1883,Right,_3,_2,Medium/ High,Normal,7,6,7,6,7,3,5,7,7,7,7,6,7,7,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
_22,Germany,_1566,Right,_3,_3,Medium/ Medium,Normal,5,4,5,7,6,7,7,5,7,5,6,5,4,5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0
_26,Ghana,_1852,Left,_2,_3,Low/ Medium,Lean,5,5,7,7,7,7,7,7,7,7,7,6,6,7,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
_22,Argentina,_2030,Right,_3,_3,High/ Medium,Normal,8,7,7,8,8,9,9,8,9,8,5,8,7,3,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
_32,Japan,_1464,Right,_3,_2,Medium/ Medium,Lean,6,2,5,5,6,6,5,6,7,4,6,4,6,6,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
_19,Northern Ireland,_1473,Right,_3,_2,Medium/ Medium,Normal,2,4,6,6,6,6,6,5,6,5,4,7,3,3,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
_23,Germany,_1881,Right,_3,_2,High/ Medium,Normal,5,5,7,7,7,7,8,7,6,6,8,7,8,8,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_23,Germany,_1256,Right,_2,_2,Medium/ High,Lean,3,2,3,3,4,6,6,5,5,4,6,3,5,6,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
_17,England,_1364,Right,_3,_2,Medium/ Medium,Lean,4,2,4,5,4,7,7,5,7,4,5,4,4,5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
_26,Korea Republic,_1547,Left,_3,_2,High/ High,Lean,6,2,6,6,6,8,8,6,7,2,5,5,5,6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
_19,Sweden,_1338,Right,_3,_2,Medium/ Medium,Lean,3,2,4,4,5,5,7,5,6,4,6,4,6,5,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_28,England,_1584,Right,_3,_2,Medium/ Medium,Stocky,6,6,6,6,6,7,7,5,7,5,4,6,6,4,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
_19,France,_1481,Right,_4,_2,Medium/ Medium,Normal,5,6,5,7,7,7,7,5,7,6,3,5,3,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
_25,Argentina,_1666,Right,_3,_2,Low/ High,Normal,3,3,7,4,5,7,7,7,6,5,7,4,7,7,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_26,England,_1772,Right,_2,_3,High/ High,Normal,5,7,4,7,7,7,8,7,6,7,3,6,4,3,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
_16,Norway,_1601,Right,_3,_2,Medium/ Medium,Normal,5,4,6,6,6,8,8,5,7,6,5,5,5,5,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
_20,Denmark,_1372,Right,_2,_2,Medium/ Low,Lean,4,5,5,5,5,7,6,4,6,5,3,4,3,3,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
_19,Japan,_1719,Left,_4,_3,High/ Medium,Stocky,7,6,6,7,7,7,7,7,8,6,4,6,6,5,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
_18,Mexico,_1526,Left,_3,_3,Medium/ Medium,Lean,6,7,6,7,7,7,7,5,6,7,2,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1
_26,Colombia,_1691,Right,_3,_3,Medium/ Medium,Stocky,5,6,6,8,7,8,7,7,7,6,4,7,6,4,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
_17,Republic of Ireland,_1122,Right,_2,_2,Low/ Medium,Normal,3,2,4,3,4,5,5,4,6,3,4,3,5,5,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_25,England,_1390,Right,_2,_2,Medium/ Low,Normal,3,6,4,4,6,6,6,5,7,6,4,3,3,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
_24,Germany,_1474,Right,_4,_2,Medium/ Medium,Normal,4,3,5,5,5,6,7,6,6,5,6,4,6,6,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
_27,Argentina,_1452,Right,_3,_2,Medium/ High,Lean,4,2,4,5,6,6,6,6,5,4,7,3,6,7,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
_27,Switzerland,_2003,Right,_4,_3,High/ Medium,Normal,8,7,7,6,7,7,8,7,6,7,8,6,8,8,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
_26,Republic of Ireland,_1524,Right,_4,_2,High/ Medium,Lean,6,4,6,5,6,5,5,6,5,5,6,6,5,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
_22,Japan,_1480,Right,_3,_2,Medium/ Medium,Lean,4,4,5,5,5,6,6,6,6,6,4,5,4,5,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
_23,England,_1718,Right,_3,_3,High/ Medium,Lean,6,6,6,7,6,8,8,6,7,6,6,6,5,6,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0
_20,Denmark,_1318,Left,_3,_2,Medium/ Medium,Normal,4,2,4,5,4,6,5,5,6,3,5,4,5,5,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
_21,Spain,_1544,Left,_3,_2,Medium/ Medium,Lean,6,3,6,4,5,7,7,6,6,3,7,5,6,6,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
